city,ep0,ep0F,ep1F,deltaExposure0,deltaExposure1,deltaNDVIGlobal0,deltaNDVIGlobal1,deltaNDVILocal,di
St. Louis,17657119.233186685,15547067.345658438,15655754.31992095,-11.950148037525784,-11.334606097602574,30.676556354940086,12.37840421818973,0.6700000000000002,0.3
Naples,59453830.5742854,53194790.53945297,53061402.65731332,-10.527563950672596,-10.751919355280195,39.009930468247056,12.82951187827378,0.39,0.3
Singapore,18907258.351646364,9536555.144230112,9466747.595490128,-49.56140669966722,-49.930617017957005,51.1446851614962,14.220535619643867,0.39,0.3
Las Vegas,42708985.68704696,39106545.99413185,39059833.352390915,-8.434851905199148,-8.54422617618564,219.83882078613277,54.25923836559697,0.39,0.3
Lima,42539013.59662859,30164448.433091626,30007854.41941774,-29.08992032790743,-29.458038909966646,223.11945791934562,54.85412270647203,0.39,0.3
San Antonio,20196116.38699411,17273277.626438037,17252744.992354862,-14.472281227485505,-14.573947477024436,61.74485479150039,21.265112449594334,0.39999999999999997,0.3
Hyderabad,98546063.62489471,86555226.86198878,86399116.21696684,-12.167748078246731,-12.326161960323404,97.97547624281498,25.796985335723033,0.39,0.3
Columbus,12301291.531305812,10252556.344826128,10386874.879795538,-16.654634850867613,-15.562728894264763,27.92180473692294,12.111243355374837,0.6600000000000001,0.3
Accra,19203071.225726206,13172130.28930886,13092465.886038903,-31.406126996694884,-31.820979404070382,75.1587594381661,28.897203086412627,0.39,0.3
Wuhan,69933881.59688535,59139359.45592332,59024698.35284898,-15.43532533083762,-15.599281771487197,60.79286724333356,12.589411157591835,0.39,0.3
Bradenton,4528813.272761336,3589100.01306523,3588530.551390628,-20.749657870595705,-20.762232062559576,37.316884190147256,12.076386930806978,0.45999999999999996,0.3
Sacramento,28886689.256725997,25873816.89418395,25840857.951247923,-10.429967711999147,-10.544065048122052,74.28188309728543,20.574345892315492,0.39,0.3
Chattogram,42508258.26231131,34854155.66384721,34789006.3047388,-18.006154360011465,-18.15941718886318,35.37538764776693,10.983706981255178,0.42999999999999994,0.3
Baghdad,140332962.9008119,131632695.83852017,131518384.0185976,-6.1997316114825685,-6.281189180367052,140.98208517911527,28.962602219183733,0.39,0.3
Onitsha,12174279.962291615,6241020.441790206,6178791.27068461,-48.73602002647364,-49.24717281167607,71.63795592471952,29.427268758284047,0.39,0.3
Madrid,120442047.15031028,110286259.49387547,110165765.31380956,-8.432094851194698,-8.532138135842242,110.7431138281241,25.13281755081034,0.39,0.3
Milwaukee,13969665.304505842,11996850.008237598,11986698.089380737,-14.12213716839674,-14.194808335783884,27.195800013280202,12.295604351428473,0.42,0.3
Luanda,26575739.44232724,17719896.340665903,17601992.043628383,-33.32303554856733,-33.76668942052596,80.26009505976386,25.586510111789877,0.39,0.3
Perth,19895667.0760905,17646026.620586503,17618318.229429014,-11.307187876135547,-11.446456346257806,84.5737706728074,35.20099360332933,0.39,0.3
Dubai,33868851.57412478,28309560.356072426,28237010.83742215,-16.414171014583676,-16.62837821464623,269.60628972914077,82.67926218360314,0.39,0.3
Milan,63506915.35798368,56054789.13039359,55943155.68446307,-11.734353944894062,-11.910135503959323,36.38701011253749,16.617250335164297,0.39,0.3
Karachi,162350576.37594646,142365271.52425554,142103383.37377465,-12.309968524788003,-12.47127879317563,179.06796132881203,41.7528281307313,0.39,0.3
Khartoum,40540394.85175746,32837302.341395155,32736563.414225683,-19.001029808737467,-19.24952005541079,198.73695242358187,54.575497806589965,0.39,0.3
Semarang,16583519.46838224,11206733.818706073,11154435.74140786,-32.42246412124654,-32.73782587179607,30.12473803628771,13.179090237529744,0.41,0.3
Durban,20383446.171612196,16293264.814008761,16292779.999236712,-20.066191571176937,-20.068570044218088,26.05397347793815,11.262963679155138,0.6900000000000002,0.3
Baltimore,18424367.773734946,16051089.767598825,16050171.83136845,-12.881191014431295,-12.886173200206393,19.85822057848365,10.613761947891208,0.49,0.3
Medan,11368702.83429682,5996393.55920134,5989109.370529628,-47.25525289383439,-47.31932518755058,29.626983004718866,10.641112098236743,0.38,0.3
Algiers,56849806.60521345,50108266.95424984,50022939.8038177,-11.8585093838215,-12.008601627801648,85.73595943413787,30.622991096471246,0.39,0.3
Kochi,8993488.144369401,5281910.833121568,5275733.833067725,-41.269608094958784,-41.33829112377569,34.89225372629368,19.749920682323072,0.51,0.3
Santiago,105381329.45502874,95261034.94944373,95129011.40272814,-9.603498606367296,-9.728780330747067,90.65186919953815,26.098783796300108,0.39,0.3
Vancouver,25625735.008123524,21830542.612297893,21806670.935757037,-14.810082109342545,-14.903237199463037,31.482885142391787,13.805423807465099,0.41,0.3
Tianjin,143970692.61376724,130371748.88082859,130184354.58086613,-9.445633334154179,-9.57579475559374,64.90670614303201,13.161026794725931,0.39,0.3
Cape Town,53248419.167736486,47313622.710848,47243285.10180397,-11.145488541534785,-11.277581869643665,84.67952150796809,25.374384052020996,0.39,0.3
Noakhali,9060637.33430558,3389254.123329174,4084674.130255064,-62.59364547682859,-54.91846787874863,56.13555992096232,31.724461683535583,0.55,0.3
Berlin,48579822.77977828,41709342.03786681,41740305.42433293,-14.142663247366478,-14.078926113934589,33.173165330372164,14.44416301026983,0.6600000000000001,0.3
Wenzhou,31936133.802569676,25166055.334907584,25076660.886098906,-21.19880418060295,-21.478720495336965,43.635919501690516,15.116654252600622,0.39,0.3
Manchester,29291204.1659927,23717799.06562385,23685725.382859696,-19.027572471191245,-19.137071836879294,33.16354045915578,14.250472970430783,0.43999999999999995,0.3
Birmingham,33676042.47277487,27704712.442053758,27697647.970296927,-17.73168576904067,-17.752663506441202,43.243326897942964,17.653732621268116,0.49,0.3
Monterrey,47376335.716109686,41642981.51999597,41562040.688938305,-12.101725702193052,-12.27257224368728,67.83605599179101,15.540247228698808,0.39,0.3
Louisville,8449603.057888748,7284016.217149913,7348873.745227983,-13.794575114988573,-13.026994346593574,20.37448547430233,9.884762932559713,0.6600000000000001,0.3
Virginia Beach,9812109.131385209,8484853.256536042,8595623.71044026,-13.526713340394672,-12.39779750363635,28.075758953389254,15.050132418558043,0.6900000000000002,0.3
Dar es Salaam,49466590.75125496,42212813.47253262,42126597.66993463,-14.663992744513752,-14.83828371805493,61.39041903111053,14.348764461787535,0.39,0.3
Rotterdam [The Hague],30202505.828920122,24909539.928694677,24900443.629889123,-17.524923031906898,-17.555040727627507,40.33543938702538,19.440215347515345,0.43999999999999995,0.3
Cincinnati,10488702.31122509,8797208.610116601,8904509.396996204,-16.126815795870566,-15.103802808222241,23.9604038510332,11.928299671030302,0.7000000000000002,0.3
Pune,95202724.16558114,85513054.57056732,85384962.34153093,-10.177933121074428,-10.312479931745106,100.40625113829799,23.316252980448297,0.39,0.3
Takasaki [Maebashi],16731982.121049022,13423827.049013283,13418074.845023833,-19.77144756731507,-19.805826064422195,35.774419653564564,24.354406589991918,0.39,0.3
Nanjing,68777760.8948847,58687506.71704365,58619409.648379505,-14.670809352549755,-14.769819654394595,56.59247760659199,14.785585261753635,0.39,0.3
Tegal,5652447.364047946,2429975.419756348,2429569.4696551245,-57.01020702621557,-57.01738887285787,44.66585047767639,17.778057114029615,0.5700000000000001,0.3
Bengaluru,118276465.5434496,103442747.95572212,103254822.09919572,-12.541563124642252,-12.700450064375302,83.88487605294152,13.868022431217396,0.39,0.3
Xi'an,86749428.26672912,75476536.3831781,75370520.80499493,-12.994773693366797,-13.11698265808436,67.41650505570594,22.905421099623666,0.39,0.3
Kollam,8034890.716670245,4690904.239506941,5170311.71465393,-41.61831934098902,-35.651748144789096,32.517582344637646,18.278617391511396,0.55,0.3
Austin,15968423.488072906,13686832.445760645,13674071.428299826,-14.288142120081053,-14.368056192189364,57.43868856836292,19.471191132755983,0.43999999999999995,0.3
Changzhou,31058101.02761577,24763902.235722795,24735342.940322302,-20.265884209393214,-20.357838625328363,62.35924623738245,33.45831227340274,0.39,0.3
Zhengzhou,70122927.2830739,61829808.38076993,61652611.12193284,-11.82654407570025,-12.079239257864815,56.010101472986875,16.612622704259895,0.39,0.3
Qingdao,44402204.19961218,38835325.94715988,38763433.182670705,-12.537391674129822,-12.699304276860031,55.07505234979691,16.883266945118784,0.39,0.3
Alexandria,128431626.5658735,120762233.14109486,120707973.2483609,-5.9715769626611035,-6.0138250398558055,66.97173798765022,13.925104087194038,0.39,0.3
Guadalajara,62431970.91836979,55978220.776744336,55897056.85789617,-10.337251966726754,-10.467255741482298,87.47141327086393,22.9813872850993,0.39,0.3
Belo Horizonte,50927213.86226643,44571010.80602208,44413004.261364385,-12.480955807703946,-12.79121535790244,38.632355683085585,12.29287018148013,0.39,0.3
Katowice,30617693.03945381,27001943.775849983,27209853.109410204,-11.809345854191523,-11.130296216806011,27.273809337064097,11.067026556290886,0.6200000000000001,0.3
Sirajganj,7449454.010342051,2718917.5050980477,2718496.4968414214,-63.50178816697997,-63.50743969870352,73.05739310735807,33.91552418206667,0.8200000000000003,0.3
Shijiazhuang,66053465.87832158,58963412.88657153,58924630.89640012,-10.733809191497663,-10.79252221988417,53.60675801805714,18.903674249083945,0.39,0.3
Cologne,33035190.07777122,28596999.42036191,28596386.685875587,-13.434736252344702,-13.436591045626898,32.29047997786626,16.397195934545405,0.6600000000000001,0.3
Ningbo,28398500.097529996,23359347.33001393,23249168.157432437,-17.74443280528873,-18.132408128644197,44.759535433590315,20.20333020208781,0.39,0.3
Hefei,38954629.06720473,33388503.44414448,33381749.883589044,-14.28873989136834,-14.306076882419607,49.29984517513025,13.325895420606585,0.38,0.3
Cixi,20530261.75543175,16070253.120606244,16064458.815807154,-21.724070973647027,-21.75229421243528,44.44957150678707,19.97323999019781,0.39,0.3
Brahmanbaria,8321060.175149059,3321185.0487841293,3316242.1179053094,-60.08699638174849,-60.14639903927982,67.27787078204375,31.843701433516074,0.56,0.3
Shenyang,120911775.01895124,110562242.60131866,110557636.9950159,-8.559573636240502,-8.563382699751505,38.30911677655233,7.774574509842167,0.38,0.3
Amman,96238595.65688719,88738601.18114246,88643486.96865389,-7.793125434294507,-7.891957105558374,201.70496259498157,44.420933807849345,0.39,0.3
Bogota,42721421.12930508,30326906.293233532,30154819.87564382,-29.012412294424905,-29.41522290568444,70.03126465940602,15.040539005906965,0.39,0.3
Jeddah,26369887.66787549,21670100.30057183,21610718.525441803,-17.822553613032905,-18.047741432859556,390.4105753368231,133.86229528913339,0.39,0.3
Ciudad Juárez,39391884.06045027,36245597.952549145,36205225.568081066,-7.987142993904218,-8.089632086342965,169.93838702308148,48.73522184288,0.39,0.3
Tasikmalaya,3734399.1911548637,1065869.9903937965,1230281.4348028782,-71.45805962794846,-67.05543859058054,23.604585591226762,9.38496755686851,0.5900000000000001,0.3
Jinan,82479622.33353642,75244743.34744379,75138512.28818695,-8.771716917950663,-8.900513651315,42.60840478421712,12.05916116587845,0.39,0.3
Salt Lake City,16079956.410951376,14188281.887900217,14181700.724214328,-11.764176933731115,-11.80510467953897,67.02023180965959,21.616907678936325,0.39,0.3
Kampala,20798316.252693214,16059377.578309514,15983157.683529573,-22.78520345977548,-23.15167492724377,39.012654340970684,16.199029616399397,0.39,0.3
Saint Petersburg,87440754.63485748,76478990.43532118,76437960.65738699,-12.536218660636404,-12.583141606470448,26.21702193300157,10.785091394476572,0.41,0.3
Yangon,50928780.54041299,42620121.536983065,42571720.56303784,-16.314270468025132,-16.409307053295056,77.17847250452384,17.688123184183674,0.39,0.3
Guruvayur,10948832.107553158,6101534.320751702,6890209.052648127,-44.27228163867359,-37.06900439276213,43.10453117816379,23.972042815195284,0.49,0.3
Kyiv,52437482.143061176,46910365.55764881,46872330.59593461,-10.540392786848841,-10.612926707547839,30.635258474689365,10.263137621443033,0.39999999999999997,0.3
Santo Domingo,24241924.64572142,19016445.695067856,18943135.70654268,-21.5555448959612,-21.85795483080157,31.300233007486813,10.75518418518125,0.38,0.3
Amaigbo,7372819.924604161,2592086.387563059,2538979.852052841,-64.84267330451279,-65.56297484521627,63.92078253703622,32.5103832809187,0.39999999999999997,0.3
Adelaide,13971256.318527933,12351408.231899027,12321262.546033518,-11.594147653570356,-11.80991698152643,71.51828026514467,29.669564509399223,0.39,0.3
Tashkent,41017160.7179439,34503720.47071785,34469353.71872021,-15.879793074942405,-15.963579352188553,76.22146465989385,23.93139183430243,0.39,0.3
Edmonton,14060797.395855004,11683020.241527267,11675668.220018897,-16.910684987386876,-16.9629723598693,36.28466566883085,11.213732753267877,0.39999999999999997,0.3
Rome,49958879.79895079,44883586.582809255,44854008.09606951,-10.15894118636368,-10.218146850819688,59.398167262008386,16.66055625454809,0.39,0.3
Pittsburgh,7992518.28782036,6718669.977336926,6743227.573848613,-15.938009330859154,-15.63075202312038,18.601650810961587,11.161345541123403,0.6700000000000002,0.3
Kozhikode,7881067.065185742,4749602.384449182,5167639.360870203,-39.73401894484142,-34.42969945404962,30.130055701610807,14.149048535578828,0.7100000000000002,0.3
Tel Aviv,55232915.086940795,50501359.19715441,50441545.93438314,-8.566551090664973,-8.674843877089735,107.07367465461766,33.67672799778688,0.39,0.3
Recife,28011712.963269874,23175527.62039637,23142855.562276512,-17.26486826855221,-17.38150539875091,48.51073171871087,11.293609804876981,0.39,0.3
Ibadan,13040590.909928102,8904818.26671971,8849813.573758874,-31.714610724117822,-32.1364067404238,66.04041746857824,13.58949561702934,0.39,0.3
Kuwait City,60436112.1432865,55897484.80732188,55839091.97127524,-7.509793689580991,-7.606412803511076,334.21139520208425,71.43160333315352,0.39,0.3
Bogura,7440595.57931665,3586630.193617318,3664507.6366759157,-51.79646366498638,-50.749807624775286,61.27373857636955,34.917248507416055,0.53,0.3
Goiânia,27778128.409087017,24841977.55052687,24812982.47995687,-10.5700096684687,-10.67439060494862,60.08809047828141,16.741954766834453,0.39,0.3
Linyi,18955961.839776523,15400663.280559912,15376486.101745583,-18.755569299344643,-18.883113229949082,55.089135070154796,29.078882184789414,0.41,0.3
Pati,7788958.975027995,4484177.135130396,4753117.712813504,-42.42905695732877,-38.97621327763611,39.14326831748193,15.635429989521057,0.5800000000000001,0.3
Calgary,16204875.13541559,13604610.932557467,13584642.581791196,-16.046184750756094,-16.16940909280999,44.86488765339707,13.891073555617567,0.39,0.3
Harbin,94277163.09768228,85588356.86855638,85552326.7587795,-9.216236407244534,-9.254453626126642,36.42426282208621,9.01303840066811,0.38,0.3
Zibo,34164004.61730957,29285654.756926343,29280522.043128785,-14.279209697541013,-14.294233445064327,46.064531440435914,19.123801354009146,0.39,0.3
Albuquerque,14219276.452890027,12971038.111262117,12955374.287336074,-8.778494079944622,-8.888653158558352,120.12739542637973,33.86154231479796,0.39,0.3
Lisbon,36487339.48728561,32539185.29321207,32480306.026019875,-10.820614080260116,-10.981983114066248,73.27803601963744,20.558935463931498,0.39,0.3
Athens,75581278.25311932,70005269.77873696,69931837.30991347,-7.377499565049004,-7.474656520475941,87.5414084449662,19.122794079337268,0.39,0.3
Budapest,35098187.38351338,31022048.386615075,31016761.938455015,-11.613531355220317,-11.62859323890763,38.16713224672582,14.842021207903095,0.41,0.3
Havana,11779463.125988193,9312854.359154414,9286521.29813869,-20.93990821527235,-21.163458819693602,25.369788290062466,10.417064362052164,0.42,0.3
Buffalo,8513478.907337058,7259974.141312936,7256955.760044709,-14.723766625460604,-14.759220771774707,25.728759233309503,13.588204146418052,0.41,0.3
Abidjan,17024280.265188202,11475884.0334218,11412898.433997687,-32.591076658388566,-32.96105176713315,60.7998907214109,12.896643379569888,0.39,0.3
Kumasi,21562942.183109336,17080062.377933986,17013093.285231493,-20.789740876302467,-21.100315806818912,49.81097964329425,10.140431698321416,0.39,0.3
San José,7813778.076210529,5073875.981866103,5036916.806055652,-35.06501039089152,-35.53801046140767,37.51842761550141,14.082437054962936,0.38,0.3
Tripoli,14134696.415910613,12161280.757117495,12135173.24852495,-13.9615001321978,-14.146205256555167,157.38979405427136,98.00362456478254,0.39,0.3
Warsaw,36020619.47609914,31728356.61828873,31719615.33967418,-11.91612726332613,-11.940394693319528,28.94581706000013,11.45699705031075,0.43999999999999995,0.3
Tunis,39940038.92574873,35920242.83970136,35869664.257056296,-10.064577286768404,-10.191213574577477,133.20128914082676,36.42394254767072,0.39,0.3
Concord,25005383.939081155,21409114.615313288,21359201.86377307,-14.381980026898221,-14.5815880459625,78.48313922223336,20.340175352444458,0.39,0.3
Changchun,79590101.68733017,73221829.83408889,73187348.04609007,-8.00133649566003,-8.04466071219928,39.31288206035602,6.859465574867791,0.38,0.3
Tucson,15820162.918020241,14467580.935552062,14449816.165617023,-8.549734850881313,-8.662026804049534,137.2126000554,42.091327711507155,0.39,0.3
Omaha,8004786.177722372,6827550.428930359,6912942.829326086,-14.706648280853592,-13.639881492836478,32.94752066683866,13.684727477278889,0.6500000000000001,0.3
Faisalabad,86195760.85574687,78866137.45712088,78769359.66147727,-8.50346156917449,-8.615738315365729,89.22012975504201,19.7240653320125,0.39,0.3
Providence,10061263.614966962,9049582.11759802,9041180.378054282,-10.055213103292344,-10.138718911958758,15.253474821567268,9.123546730431313,0.37,0.3
Kano,48377960.47716059,42012389.72895107,41929107.10045526,-13.157997330653762,-13.330147267679573,135.83009935835364,31.763346311491933,0.39,0.3
Casablanca,62873092.09742831,56500326.89450723,56422303.62307856,-10.135918228812136,-10.260014672657718,128.8110875893954,28.851507087073923,0.39,0.3
Vienna,34694640.885942206,30923102.204302963,30901825.989954695,-10.870666435309376,-10.93199064505754,35.71786577625244,10.1615211474621,0.39999999999999997,0.3
Allentown,6352765.347894937,5635870.740659216,5635827.10385525,-11.284764476202035,-11.285451370831007,12.647856629206876,5.506553421657634,0.51,0.3
Copenhagen,24867861.86919129,21873784.224600434,21853324.441493638,-12.039948027458715,-12.122222021155553,38.65189033250882,15.097267118338845,0.42,0.3
Sapporo,25159835.69639068,21586016.125579864,21512409.4308775,-14.204463073355848,-14.497019414305736,23.77339314861017,9.746124044762475,0.38,0.3
Doha,32952065.92940666,30283524.119773343,30249721.01722245,-8.098253430756499,-8.200836081031934,418.0714217468729,127.3231232439213,0.39,0.3
Brick,6402878.694548199,5612844.876482663,5672154.182183171,-12.33872849626558,-11.412437236819926,20.28112971927795,11.753661444533376,0.6900000000000002,0.3
Yantai,20406335.430036794,17799809.226860683,17761506.12575798,-12.773122406581018,-12.960824413313315,42.211594116919905,14.191093141042597,0.39999999999999997,0.3
Tangshan,33859459.476979926,29860475.01891741,29799974.066230066,-11.810538383760406,-11.989220954663459,43.65145752106549,16.0471797692237,0.39999999999999997,0.3
Munich,27102755.450519204,23756466.186364256,23754743.60410721,-12.346675489376647,-12.353031235235008,27.138885915610278,11.958919767443899,0.54,0.3
Bridgeport,12585675.160932105,11598428.030291475,11587132.838869981,-7.844212710218348,-7.933959118552133,10.57621578057629,7.519821115005407,0.36,0.3
Donetsk,22524837.741839662,20185962.111110065,20402606.088397257,-10.383540416742532,-9.42174002656801,44.579443976654254,13.240641554505,0.7000000000000002,0.3
Helsinki,16318965.714157054,14196301.6672933,14196072.499905206,-13.007344240096641,-13.00874854103157,25.78141706915378,13.560681836733732,0.6000000000000001,0.3
Daegu,40827672.49110283,36647189.291028574,36573867.92594192,-10.239337549759338,-10.41892497322226,24.166803975481912,7.837115192557519,0.38,0.3
Dayton,4847448.630874081,4047683.392628965,4119589.700682969,-16.498684135635777,-15.015299503233022,25.664729965789206,12.649178450253213,0.6200000000000001,0.3
Guangzhou,243940936.64905828,160595172.27940103,160434731.59557492,-34.166370562707684,-34.2321408618752,73.84562235094988,25.078684123516013,0.52,0.4
Los Angeles,185349154.3246978,153207554.21861202,152716792.74522635,-17.34110966040858,-17.605886413868127,114.89451002123815,36.1762909875599,0.52,0.4
New York,185296983.00341883,156155302.09225303,155938763.49056482,-15.72701316493001,-15.843873460320902,21.874162600873102,11.175827717872378,0.48000000000000004,0.4
Tokyo,441716065.8966999,369489662.61748254,368849840.4579116,-16.351319061170006,-16.496168254796704,45.18854280421728,21.66861411173088,0.51,0.4
Jakarta,167335492.93904293,98673530.12325868,98559309.79094225,-41.032515941370825,-41.10077422316765,35.21546804746892,14.522970871149413,0.54,0.4
Chicago,92079604.55133203,77168171.4961781,77594115.78049394,-16.194067218046293,-15.731484557758707,36.28960892484689,16.849406286457445,0.7200000000000002,0.4
Dallas,77862173.25231297,65826356.54345002,66999296.74702083,-15.457848408444491,-13.951417038015242,73.28987317481413,23.427896123311093,0.7000000000000002,0.4
Houston,63748692.18845348,53498991.603022754,54513468.76047523,-16.07829154381807,-14.486922179794902,45.22047098254104,15.289626352360832,0.7200000000000002,0.4
Shanghai,258268023.30098388,204026215.60529277,204022950.6585478,-21.002138399641545,-21.003402569593074,74.31084646161504,30.673076176038805,0.51,0.4
Dhaka,131866518.95524879,81350453.07661316,81334562.5577704,-38.30848518552244,-38.320535643037104,62.916850709732614,20.737397066685258,0.56,0.4
Osaka [Kyoto],203191232.6703599,170652452.71842116,170645378.18842095,-16.01387004956404,-16.017351759826454,30.642992318112473,14.708232995588636,0.49,0.4
Miami,43083775.25676496,32882608.844405726,33233431.086591914,-23.677512826031798,-22.86323357567501,65.92427751168103,22.37846074333831,0.7300000000000002,0.4
Kolkata,227994615.4396025,180329504.90917605,180242403.47432205,-20.906243964806833,-20.944447250742364,67.29760465638748,20.638494796961258,0.6000000000000001,0.4
Nagoya,96405540.15123624,78466399.50436398,78367702.93869065,-18.607997651099947,-18.710374097016334,39.86489835304405,22.972304938699324,0.52,0.4
Bangkok,85371363.65865003,56485025.49315527,56419938.2991985,-33.83609787585714,-33.91233795352184,80.88419912851536,28.401045926254714,0.54,0.4
Detroit,37162638.03287753,30480508.810337834,31280117.939061478,-17.98077202331024,-15.829124102039861,37.052103115968286,16.60985427516391,0.7500000000000002,0.4
Comilla,30989110.30239721,11362409.506434001,14771411.694249094,-63.33418612035776,-52.333540556321076,56.64004270551059,28.033827955485624,0.7700000000000002,0.4
Delhi [New Delhi],516788064.6715856,449885061.53561735,448898697.46316344,-12.945926523764543,-13.136790852854796,120.00168432065364,27.644852654658806,0.52,0.4
Jieyang,75468176.94928461,54577968.16426168,54425246.143685184,-27.680818100404586,-27.883184219145104,50.4611012115306,19.69137082923144,0.54,0.4
Seoul,286389674.4729268,241345070.05138,241064980.08081555,-15.728431726614144,-15.826232030022407,44.792708090889136,18.489446548560295,0.53,0.4
Phoenix,68510564.71281508,59838138.58962239,59674063.63654708,-12.658523775925733,-12.89801231869733,198.41845947967605,58.402772354016655,0.52,0.4
Beijing,320007664.0591794,279437592.1394416,279344292.4146671,-12.677843838213557,-12.706999303926786,52.20890237222504,17.205448474552067,0.55,0.4
Mexico City,246412477.96422887,209769172.97813028,209732456.84408545,-14.8707181100699,-14.885618383931096,93.87070313487027,28.62510221249616,0.51,0.4
Quezon City [Manila],145972021.52533314,110019449.90798733,109768114.72077939,-24.62976893904721,-24.801949323056157,41.65005566757189,13.553409507517364,0.52,0.4
Toronto,75626631.21599022,63141714.55461456,64588979.95031441,-16.50862462155513,-14.594926533422058,31.810157529539794,10.426760725438257,0.7100000000000002,0.4
São Paulo,173282511.90095097,137530740.00592524,137357825.38940358,-20.632071582308086,-20.731859272724584,33.98727923032518,15.996476095775828,0.5,0.4
Buenos Aires,196654806.6448514,168834086.74915898,168826120.99250185,-14.146981897033015,-14.151032526047901,53.58260955749669,24.928888632447293,0.51,0.4
Suzhou,105001548.0006419,76849513.23263939,76773795.27838501,-26.811066411926053,-26.883177686184514,76.58188906354137,33.81435655075665,0.54,0.4
Seattle,31710166.466289897,25991156.109291453,26492341.51365007,-18.035258071187194,-16.45473844543432,26.106354454843384,12.414050718439503,0.7100000000000002,0.4
Moscow,265433849.8460681,228413708.9315996,230425162.9836523,-13.947030846268271,-13.189232225926819,30.305779348991862,10.727851146368332,0.7700000000000002,0.4
London,148830027.31024683,121297552.5693459,122491426.81770644,-18.499274130688363,-17.697101162009258,43.940862992978026,15.977669695147036,0.8700000000000003,0.4
Tijuana,61278219.76272307,51821817.955260456,51678331.16137498,-15.431913401007712,-15.66606967127972,119.62409009826304,30.143324978753082,0.52,0.4
Surabaya,51518858.17272873,35413661.84846158,35343581.699106865,-31.260778859404844,-31.3968070087861,46.526181987910135,19.94964941529313,0.56,0.4
Johannesburg,95532333.30135363,80229264.14580373,80224070.12701169,-16.018732743894013,-16.02416966625585,75.5571023758857,21.098165666231335,0.55,0.4
Paris,164992728.8657415,139725188.37065777,139581846.80475652,-15.314335770302046,-15.40121327507857,49.021874755943344,16.04618336200425,0.56,0.4
Melbourne,48499987.225265995,40007326.860743076,40065009.03760454,-17.51064453909522,-17.391712184343145,79.67696056635863,30.604224285944234,0.7800000000000002,0.4
Cairo,584935702.4046577,539145421.4568473,539103161.2396306,-7.82825885983153,-7.83548362266324,152.69092070093507,30.018549810985903,0.51,0.4
Yogyakarta,17715585.181019716,7869069.31003682,8920274.326593129,-55.58109297756839,-49.64730639465292,27.272696447910683,14.222469308040463,0.6100000000000001,0.4
Washington D.C.,44473990.30707533,38894597.505960464,39338156.23980555,-12.545293918066182,-11.547949783252806,17.845801819099776,8.44072358602705,0.6600000000000001,0.4
Philadelphia,62349047.73416033,55025984.203965366,55024036.043823674,-11.745269248407043,-11.748393851287904,19.04545988570665,8.551197581859448,0.5700000000000001,0.4
Ho Chi Minh City,81177989.07351911,58587884.061554015,58347695.41992839,-27.827869684609077,-28.123748708426852,72.88458542333319,20.54304892067723,0.52,0.4
Tehran,258176530.11387238,232319378.61858714,231829125.1174627,-10.015299021905896,-10.205189830690184,217.08603810409454,43.704286232006616,0.52,0.4
Rio de Janeiro,102999227.96031946,84849631.57383814,84724801.37892874,-17.621099445010852,-17.742294717423476,30.405524899147927,13.580327844018475,0.52,0.4
Denver,40256031.81345483,34585526.84145215,35078667.624957144,-14.086100185630858,-12.861089271017637,92.52744030796535,27.64843113456054,0.7400000000000002,0.4
Sydney,46586627.324648574,38686790.32206274,39019100.801397935,-16.957306111760747,-16.243988796430276,58.5365365603234,25.38458812385108,0.7100000000000002,0.4
Istanbul,241870575.8309828,212254636.07053787,212029273.09287214,-12.244540146603164,-12.337715174979994,52.971283324772635,15.050007776637914,0.51,0.4
Kuala Lumpur,19535337.959330127,7830161.525022686,7767606.16247113,-59.917962303370444,-60.23817873720838,46.80769860075425,22.13002248848119,0.54,0.4
Chengdu,64944881.5741763,43746651.03661506,43650132.20118373,-32.64034058380697,-32.78895712308126,55.5220042028747,23.146539381789275,0.52,0.4
Dortmund,71735651.06559065,61003349.55074032,62431678.94194528,-14.960903477459734,-12.96980230253768,31.95706609385618,14.166249296001977,0.7400000000000002,0.4
Minneapolis [Saint Paul],25811647.100173596,22430715.84857019,22846545.44916598,-13.098471548453286,-11.487456184025055,24.86201637976225,11.257350479518095,0.6900000000000002,0.4
Lagos,51375018.45075455,30756389.582525376,30749696.951360293,-40.133569758214556,-40.14659677283548,83.99918507645121,22.33366569363141,0.51,0.4
Atlanta,28258061.600715663,24621110.426703297,25152580.572666645,-12.870490642288985,-10.989717100660467,26.51541795256454,14.247512574144864,0.6100000000000001,0.4
Colombo,21136261.159684997,14306036.517217327,14776797.945503408,-32.315197994882574,-30.087928825896313,33.590801396638106,17.14384749338941,0.7000000000000002,0.4
Hanoi,29009072.005645007,15379966.10263677,15473807.119056879,-46.98221956343894,-46.65873104783993,73.89062683939915,31.257853327037775,0.7900000000000003,0.4
Quanzhou,37337974.32708306,28134266.077545766,28031439.980003044,-24.649725689219817,-24.92511850148638,76.4465218834059,38.477343317580974,0.53,0.4
Montreal,39617812.46380821,32896629.97142824,33417943.685708825,-16.965052016741012,-15.649195128486987,34.24938389101873,13.47821596948982,0.6900000000000002,0.4
Mumbai,185012748.62545127,147270267.31274074,146795185.90822607,-20.399935460187244,-20.6567185240811,120.04546346822755,22.44059717113081,0.52,0.4
